PROC_IDENT;PROC_FUNC;FUNCTIE_OMS;INK_UITG_IND;TARIEF_CODE_PRV;BER_NR_FUNC;REG_DAT_PR_VL;PROC_IDENT_COMB;PROC_FUNC_COMB;PROD_CODE_PR_V;B_DAT_PROD_PR_V
1488;9;FOUT BERICHT;1;0;0;20060126;NULL;NULL;NOPROD;20040101
1489;7;ANTWOORD;1;0;0;20051128;NULL;NULL;30110703;20050101
1489;9;FOUTBERICHT;1;0;0;20060213;NULL;NULL;NOPROD;20040101
1492;7;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;30110703;20050101
1541;1;AANVRAAG BET/UITV RECHT BESL;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;2;AANVRAAG DOORRIJDEN NA TANKEN;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;7;ANTWOORD BET/UITV RECHT BESL;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1541;8;ANTWOORD DOORRIJDEN NA TANKEN;1;0;0;20040907;NULL;NULL;30111402;20040903
1541;9;FOUT;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;1;VRAAG BET/UITV RECHT BESL;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;2;VRAAG DOORRIJDEN NA TANKEN;0;0;0;20040907;NULL;NULL;NOPROD;20040101
1542;7;ANTWOORD BET/UITV RECHT BESL;1;0;0;20040907;NULL;NULL;30111401;20040903
1542;8;ANTWOORD DOORRIJDEN NA TANKEN;1;0;0;20040907;NULL;NULL;30111402;20040903
1542;9;FOUT;1;0;0;20040907;NULL;NULL;NOPROD;20040101
1573;1;TENAAMSTELLEN NP MET RIJBEWIJS;0;0;0;20050606;NULL;NULL;30220101;20050527
1573;3;TENAAMSTELLING VB;0;0;0;20070104;NULL;NULL;30220401;20070101
1574;1;TENAAMSTELLEN NP MET PASPOORT;0;0;0;20050606;NULL;NULL;30220102;20050527
1575;1;TENAAMSTELLEN KVK-INGESCH. RP;0;0;0;20050606;NULL;NULL;30220103;20050527
1575;3;TENAAMSTELLING VB;0;0;0;20070104;NULL;NULL;30220401;20070101
1576;1;TENAAMSTELLING PURK;0;0;0;20050606;NULL;NULL;30220104;20050527
1577;1;OPNAME IN BEDRIJFSVOORRAAD;0;0;0;20050606;NULL;NULL;30221102;20050527
1595;1;AANVRAAGBERICHT;0;0;0;20061206;NULL;NULL;NOPROD;20040101
1595;8;ANTWOORDBERICHT;1;0;0;20061206;NULL;NULL;NOPROD;20040101
1595;9;ANTWOORDBERICHT;1;0;0;20061206;NULL;NULL;30120703;20050527
1599;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1599;2;ANTWOORDBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1599;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1600;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1600;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;30120703;20050527
1600;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1606;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1607;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1608;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1609;1;AANVRAAGBERICHT;0;0;0;20050707;NULL;NULL;39212801;20050706
1618;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1618;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113201;20050928
1618;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1619;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1619;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113202;20050928
1619;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1620;1;AANVRAAG;0;0;161;20060201;NULL;NULL;NOPROD;20040101
1620;8;ANTWOORDBERICHT;1;0;161;20060201;NULL;NULL;30113203;20050928
1620;9;FOUTBERICHT;1;0;161;20060201;NULL;NULL;NOPROD;20040101
1621;1;AANVRAAG;0;0;160;20060201;NULL;NULL;NOPROD;20040101
1621;8;ANTWOORDBERICHT;1;0;160;20060201;NULL;NULL;30113204;20050928
1621;9;FOUTBERICHT;1;0;160;20060201;NULL;NULL;NOPROD;20040101
1622;1;AANVRAAG;0;0;107;20060201;NULL;NULL;NOPROD;20040101
1622;8;ANTWOORDBERICHT;1;0;107;20060201;NULL;NULL;30113205;20050928
1622;9;FOUTBERICHT;1;0;107;20060201;NULL;NULL;NOPROD;20040101
1623;1;AANVRAAG;0;0;57;20060201;NULL;NULL;NOPROD;20040101
1623;8;ANTWOORDBERICHT;1;0;57;20060201;NULL;NULL;30113205;20050928
1623;9;FOUTBERICHT;1;0;57;20060201;NULL;NULL;NOPROD;20040101
1650;1;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1650;2;ANTWOORDBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1650;9;FOUTBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;1;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;2;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;8;ANTWOORDBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1651;9;FOUTBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1652;1;AANVRAAGBERICHT;0;0;168;20060822;NULL;NULL;NOPROD;20040101
1652;2;ANTWOORDBERICHT;1;0;168;20060822;NULL;NULL;NOPROD;20040101
1652;9;FOUTBERICHT;1;0;168;20060822;NULL;NULL;NOPROD;20040101
1653;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1653;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1653;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1654;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1655;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1656;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1657;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1658;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1659;1;AANVRAAGBERICHT;0;0;169;20060821;NULL;NULL;NOPROD;20040101
1659;2;ANTWOORDBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1659;9;FOUTBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;1;AANVRAAGBERICHT;0;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;2;ANTWOORDBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1660;9;FOUTBERICHT;1;0;169;20060821;NULL;NULL;NOPROD;20040101
1688;1;AANVRAAG;0;0;0;20080401;NULL;NULL;NOPROD;20040101
1688;2;AANVRAAG MET A-NUMMER;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1688;3;AANVRAAG SOFI-NUMMER;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1688;8;ANTWOORD MET NATUURL.PERSOON;1;0;0;20060501;NULL;NULL;30131211;20080401
1688;9;FOUTBERICHT;1;0;0;20080401;NULL;NULL;NOPROD;20040101
1689;1;AANVRAAG UITGEBREID;0;0;0;20060501;NULL;NULL;NOPROD;20040101
1689;8;ANTWOORD MET NAT PERS;1;0;0;20060501;NULL;NULL;NOPROD;20040101
1705;1;AANVRAAGBERICHT;0;0;188;20060821;NULL;NULL;NOPROD;20040101
1705;2;ANTWOORDBERICHT;1;0;188;20060821;NULL;NULL;NOPROD;20040101
1705;9;FOUTBERICHT;1;0;188;20060821;NULL;NULL;NOPROD;20040101
1706;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1706;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1706;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1708;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1716;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1722;1;AANVRAAGBERICHT;0;0;191;20060822;NULL;NULL;NOPROD;20040101
1722;2;ANTWOORDBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1722;9;FOUTBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1736;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1736;2;ANTWOORDEBERICHT;1;0;0;20060202;NULL;NULL;30110703;20050101
1736;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1737;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1737;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;NOPROD;20040101
1737;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1738;1;AANVRAAGBERICHT;0;0;0;20060410;NULL;NULL;NOPROD;20040101
1738;2;ANTWOORDBERICHT;1;0;0;20060202;NULL;NULL;NOPROD;20040101
1738;9;FOUTBERICHT;1;0;0;20060410;NULL;NULL;NOPROD;20040101
1757;1;AANVRAAGBERICHT;0;0;204;20060821;NULL;NULL;NOPROD;20040101
1757;2;ANTWOORDBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1757;9;FOUTBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1758;1;AANVRAAGBERICHT;0;0;189;20060821;NULL;NULL;NOPROD;20040101
1758;2;ANTWOORDBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1758;9;FOUTBERICHT;1;0;189;20060821;NULL;NULL;NOPROD;20040101
1759;1;AANVRAAGBERICHT;0;0;204;20060821;NULL;NULL;NOPROD;20040101
1759;2;ANTWOORDBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1759;9;FOUTBERICHT;1;0;204;20060821;NULL;NULL;NOPROD;20040101
1762;2;ANTWOORDBERICHT;1;0;48;20060822;NULL;NULL;NOPROD;20040101
1762;9;FOUTBERICHT;1;0;48;20060822;NULL;NULL;NOPROD;20040101
1764;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1764;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1764;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1765;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;1;AANVRAAGBERICHT;0;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;2;ANTWOORDBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1766;9;FOUTBERICHT;1;0;208;20060821;NULL;NULL;NOPROD;20040101
1794;1;AANVRAAGBERICHT;0;0;211;20060821;NULL;NULL;NOPROD;20040101
1794;2;ANTWOORDBERICHT;1;0;211;20060821;NULL;NULL;NOPROD;20040101
1794;9;FOUTBERICHT;1;0;211;20060821;NULL;NULL;NOPROD;20040101
1888;1;INLEZEN CD-ROMS;0;0;0;20060504;NULL;NULL;NOPROD;20040101
1888;8;TERUGSTUREN UITVALBESTAND;1;0;0;20060504;NULL;NULL;NOPROD;20040101
1888;9;TERUGSTUREN FOUTENVERSLAG;1;0;0;20060504;NULL;NULL;NOPROD;20040101
1895;1;AANVRAAGBERICHT;0;0;241;20060628;NULL;NULL;NOPROD;20040101
1895;8;ANTWOORDBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1895;9;FOUTBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;1;AANVRAAG BERICHT;0;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;8;ANTWOORDBERICHT;1;0;241;20060628;NULL;NULL;NOPROD;20040101
1896;9;FOUTBERICHT;1;0;214;20060628;NULL;NULL;NOPROD;20040101
1899;8;ANTWOORDBERICHT;1;0;0;20060530;NULL;NULL;NOPROD;20040101
1899;9;FOUTBERICHT;1;0;0;20060530;NULL;NULL;NOPROD;20040101
1902;1;AANVRAAG;0;0;0;20070124;NULL;NULL;NOPROD;20040101
1902;8;ANTWOORD;1;0;0;20070124;NULL;NULL;NOPROD;20040101
1907;1;AANVRAAGBERICHT;0;0;167;20060822;NULL;NULL;NOPROD;20040101
1907;2;ANTWOORDBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1907;9;FOUTBERICHT;1;0;167;20060822;NULL;NULL;NOPROD;20040101
1908;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1908;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1908;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1909;1;AANVRAAGBERICHT;0;0;169;20060822;NULL;NULL;NOPROD;20040101
1909;2;ANTWOORDBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1909;9;FOUTBERICHT;1;0;169;20060822;NULL;NULL;NOPROD;20040101
1914;1;AANVRAAGBERICHT;0;0;191;20060822;NULL;NULL;NOPROD;20040101
1914;2;ANTWOORDBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1914;9;FOUTBERICHT;1;0;191;20060822;NULL;NULL;NOPROD;20040101
1923;1;AANVRAAGBERICHT;0;0;243;20060628;NULL;NULL;NOPROD;20040101
1923;8;ANTWOORDBERICHT;1;0;243;20060628;NULL;NULL;NOPROD;20040101
1923;9;FOUTBERICHT;1;0;243;20060628;NULL;NULL;NOPROD;20040101
1924;1;AANVRAAGBERICHT;0;0;244;20060628;NULL;NULL;NOPROD;20040101
1924;8;ANTWOORDBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1924;9;FOUTBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1925;1;ANTWOORDBERICHT;0;0;244;20060628;NULL;NULL;NOPROD;20040101
1925;8;ANTWOORDBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1925;9;FOUTBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1926;1;ANTWOORDBERICHT;0;0;244;20060628;NULL;NULL;NOPROD;20040101
1926;8;ANTWOORDBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1926;9;FOUTBERICHT;1;0;244;20060628;NULL;NULL;NOPROD;20040101
1971;1;AANVRAAG BERICHT;0;0;65;20061023;NULL;NULL;NOPROD;20040101
1971;2;ANTWOORDBERICHT;1;0;65;20061023;NULL;NULL;NOPROD;20040101
1971;9;FOUTBERICHT;1;0;65;20061023;NULL;NULL;NOPROD;20040101
1995;1;VBV BKR DAGELIJKS ABN 86/87;0;0;0;20061117;NULL;NULL;30112103;20061101
1996;1;VBV MOB DAGELIJKS ABN 86/87;0;0;0;20061117;NULL;NULL;30112103;20061101
2011;1;AANVRAAGBERICHT;0;0;0;20061122;NULL;NULL;NOPROD;20040101
2011;2;ANTWOORDBERICHT;1;0;0;20061122;NULL;NULL;30110703;20050101
2011;9;FOUTBERICHT;1;0;0;20061122;NULL;NULL;NOPROD;20040101
2034;1;FUP-02;0;0;3;20070425;NULL;NULL;30112202;20070209
2034;8;ANTWOORDBERICHT;1;0;0;20070425;NULL;NULL;NOPROD;20040101
2035;1;FUP-01;0;0;3;20070425;NULL;NULL;30112202;20070209
2035;8;ANTWOORDBERICHT;1;0;0;20070425;NULL;NULL;NOPROD;20040101
2039;1; FUP-03;0;0;3;20070425;NULL;NULL;30112202;20070209
2039;8;ANTWOORDBERICHT;1;0;0;20070425;NULL;NULL;NOPROD;20040101
2040;1;FUP-04;0;0;3;20070425;NULL;NULL;30112202;20070209
2040;8;ANTWOORDBERICHT;1;0;0;20070425;NULL;NULL;NOPROD;20040101
2049;1;AANVRAAGBERICHT;0;0;24;20070411;NULL;NULL;NOPROD;20040101
2049;2;GESLAAGD;1;0;24;20070411;NULL;NULL;NOPROD;20040101
2049;9;MISLUKT;1;0;24;20070411;NULL;NULL;NOPROD;20040101
2050;8;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;NOPROD;20040101
2050;9;FOUTMELDING;1;0;0;20070411;NULL;NULL;NOPROD;20040101
2071;1;AANVRAAGBERICHT;0;0;0;20071024;NULL;NULL;NOPROD;20040101
2071;7;ANTWOORD;1;0;0;20071024;NULL;NULL;NOPROD;20040101
2071;9;FOUT BERICHT;1;0;0;20071024;NULL;NULL;NOPROD;20040101
2072;1;AANVRAAGBERICHT;0;0;0;20071024;NULL;NULL;NOPROD;20040101
2072;7;ANTWOORD;1;0;0;20071024;NULL;NULL;30110703;20050101
2072;9;FOUT BERICHT;1;0;0;20071024;NULL;NULL;NOPROD;20040101
2090;1;INKOMEND BERICHT;0;0;0;20070410;NULL;NULL;NOPROD;20040101
2090;2;ANTWOORDBERICHT;1;0;0;20070410;NULL;NULL;30110703;20050101
2090;9;FOUT;1;0;0;20070410;NULL;NULL;30110703;20050101
2098;1;AANVRAAGBERICHT;0;0;22;20070411;NULL;NULL;NOPROD;20040101
2098;2;GESLAAGD;1;0;22;20070411;NULL;NULL;30120703;20050527
2098;9;FOUTMELDING;1;0;22;20070411;NULL;NULL;30120703;20050527
2099;1;AANVRAAGBERICHT;0;0;26;20070411;NULL;NULL;NOPROD;20040101
2099;2;?;1;0;26;20070411;NULL;NULL;NOPROD;20040101
2099;4;?;1;0;26;20070411;NULL;NULL;NOPROD;20040101
2099;8;ANTWOORDBERICHT;1;0;26;20070411;NULL;NULL;30221101;20060101
2099;9;MISLUKT;1;0;26;20070411;NULL;NULL;NOPROD;20040101
2099;17;AFGEWEZEN IVM HANDELSVOORRAAD;1;0;26;20070411;NULL;NULL;NOPROD;20040101
2100;1;AANVRAAGBERICHT;0;0;14;20070411;NULL;NULL;NOPROD;20040101
2100;2;GESLAAGD;1;0;14;20070411;NULL;NULL;30110704;20050101
2100;8;ANTWOORDBERICHT;1;0;14;20070411;NULL;NULL;30110704;20050101
2100;9;FOUTMELDING;1;0;14;20070411;NULL;NULL;30110704;20050101
2101;6;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;30214101;20050101
2101;8;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;30214101;20050101
2101;9;FOUTMELDING;1;0;0;20070411;NULL;NULL;NOPROD;20040101
2102;2;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;30150701;20050101
2102;8;ANTWOORD;1;0;0;20070411;NULL;NULL;30150701;20050101
2102;9;FOUT;1;0;0;20070411;NULL;NULL;30150701;20050101
2103;1;INKOMEND BERICHT;0;0;0;20070411;NULL;NULL;NOPROD;20040101
2103;2;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;30110703;20050101
2103;4;ANTWOORDBERICHT;1;0;0;20140306;NULL;NULL;30110703;20100101
2103;9;FOUT;1;0;0;20070411;NULL;NULL;30110703;20050101
2104;2;ANTWOORDBERICHT;1;0;0;20070411;NULL;NULL;30110703;20050101
2104;9;FOUTMELDING;1;0;0;20070411;NULL;NULL;30110703;20050101
2131;1;OPHALEN;0;0;0;20071030;NULL;NULL;NOPROD;20040101
2131;2;VERSTUREN;1;0;0;20071030;NULL;NULL;NOPROD;20040101
2131;8;AANLEVEREN BESTAND;1;0;0;20071030;NULL;NULL;NOPROD;20040101
2141;1;VRAAG;0;0;0;20070806;NULL;NULL;NOPROD;20040101
2141;2;ANTWOORD;1;0;0;20070806;NULL;NULL;NOPROD;20040101
2141;9;FOUTBERICHT;1;0;0;20070806;NULL;NULL;NOPROD;20040101
2336;1;VRAAG;0;0;0;20080904;NULL;NULL;NOPROD;20040101
2336;2;ANTWOORD;1;0;0;20080904;NULL;NULL;30110721;20090501
2336;9;FOUT;1;0;0;20080904;NULL;NULL;NOPROD;20040101
2378;1;VRAAG;0;0;0;20090415;NULL;NULL;NOPROD;20040101
2378;2;ANTWOORD;1;0;0;20090415;NULL;NULL;30113301;20090107
2378;9;FOUT;1;0;0;20090415;NULL;NULL;NOPROD;20040101
2380;1;VRAAG;0;0;0;20090415;NULL;NULL;NOPROD;20040101
2380;2;ANTWOORD;1;0;0;20090415;NULL;NULL;30215101;20090107
2380;9;FOUT;1;0;0;20090415;NULL;NULL;NOPROD;20040101
2418;1;VRAAG;0;0;0;20090415;NULL;NULL;NOPROD;20040101
2418;8;ANTWOORD;1;0;0;20090415;NULL;NULL;30113301;20090107
2418;9;FOUT;1;0;0;20090415;NULL;NULL;NOPROD;20040101
2419;1;VRAAG;0;0;0;20090415;NULL;NULL;NOPROD;20040101
2419;8;ANTWOORD;1;0;0;20090415;NULL;NULL;30113301;20090107
2419;9;FOUT;1;0;0;20090415;NULL;NULL;NOPROD;20040101
2488;1;INKOMEND BERICHT;0;0;0;20090811;NULL;NULL;NOPROD;20040101
2488;2;VRAAGBERICHT;0;0;0;20090811;NULL;NULL;NOPROD;20040101
2488;7;ANTWOORDBERICHT;1;0;0;20140306;NULL;NULL;30110703;20100101
2488;8;ANTWOORDBERICHT;1;0;0;20111004;NULL;NULL;30110703;20100101
2488;9;FOUT;1;0;0;20090811;NULL;NULL;30110703;20080101
2511;1;AANVRAAGBERICHT;0;0;0;20091105;NULL;NULL;NOPROD;20040101
2511;8;ANTWOORDBERICHT;1;0;0;20091105;NULL;NULL;30110703;20080101
2511;9;FOUTBERICHT;1;0;0;20091105;NULL;NULL;NOPROD;20040101
2516;1;AANVRAAGBERICHT;0;0;211;20100621;NULL;NULL;NOPROD;20040101
2516;2;ANTWOORDBERICHT;1;0;211;20100621;NULL;NULL;NOPROD;20040101
2516;9;FOUTBERICHT;1;0;211;20100621;NULL;NULL;NOPROD;20040101
2522;1;AANVRAAGBERICHT;0;0;0;20100108;NULL;NULL;30112202;20070209
2522;8;ANTWOORDBERICHT;1;0;0;20100108;NULL;NULL;NOPROD;20040101
2547;1;AANVRAAGBERICHT;0;0;0;20140121;NULL;NULL;NOPROD;20040101
2547;8;ANTWOORDBERICHT;1;0;0;20140121;NULL;NULL;30110725;20140108
2547;9;FOUTBERICHT;1;0;0;20140121;NULL;NULL;NOPROD;20040101
2618;1;AANVRAAGBERICHT;0;0;0;20111214;NULL;NULL;NOPROD;20040101
2618;8;ANTWOORDBERICHT;1;0;0;20111214;NULL;NULL;30110721;20110101
2618;9;FOUTBERICHT;1;0;0;20111214;NULL;NULL;30110721;20110101
2680;1;AANVRAAGBERICHT;0;0;0;20140127;NULL;NULL;NOPROD;20040101
2680;8;ANTWOORDBERICHT;1;0;0;20140127;NULL;NULL;30130703;20100101
2680;9;FOUTBERICHT;1;0;0;20140127;NULL;NULL;NOPROD;20040101
2726;1;AANVRAAGBERICHT;0;0;0;20140121;NULL;NULL;NOPROD;20040101
2726;8;ANTWOORDBERICHT;1;0;0;20140121;NULL;NULL;30221503;20140101
2726;9;FOUTBERICHT;1;0;0;20140121;NULL;NULL;NOPROD;20040101
2727;1;AANVRAAGBERICHT;0;0;0;20140121;NULL;NULL;NOPROD;20040101
2727;8;ANTWOORDBERICHT;1;0;0;20140121;NULL;NULL;30221507;20140101
2727;9;FOUTBERICHT;1;0;0;20140121;NULL;NULL;NOPROD;20040101
2741;1;AANVRAAGBERICHT;0;0;0;20110922;NULL;NULL;NOPROD;20040101
2741;8;RETOURBERICHT;1;0;0;20110922;NULL;NULL;NOPROD;20040101
2741;9;FOUTBERICHT;1;0;0;20110922;NULL;NULL;NOPROD;20040101
2761;1;INKOMEND;0;0;0;20130322;NULL;NULL;NOPROD;20040101
2761;2;ANTWOORDBERICHT;1;0;0;20130322;NULL;NULL;30214103;20130101
2761;4;ANTWOORDBERICHT HERBEVESTIGING;1;0;0;20130322;NULL;NULL;NOPROD;20040101
2761;8;ANTWOORDBERICHT;1;0;0;20130322;NULL;NULL;30211212;20110901
2761;9;FOUTBERICHT;1;0;0;20130322;NULL;NULL;NOPROD;20040101
2891;1;AANVRAAGBERICHT;0;0;0;20140224;NULL;NULL;NOPROD;20040101
2891;8;ANTWOORDBERICHT;1;0;0;20140224;NULL;NULL;30120803;20140301
2891;9;FOUTBERICHT;1;0;0;20140224;NULL;NULL;NOPROD;20040101
2959;1;Aanvraagbericht;0;0;0;20140401;NULL;NULL;NOPROD;20040101
2959;2;Aanvraagbericht met dossiernr;0;0;0;20140401;NULL;NULL;NOPROD;20040101
2959;7;Antwoord tellerstandhistorie;1;0;0;20140401;NULL;NULL;30221507;20140101
2959;8;Antwoord laatste tellerstand;1;0;0;20140401;NULL;NULL;NOPROD;20040101
2959;9;Foutbericht;1;0;0;20140401;NULL;NULL;NOPROD;20040101
